filename,clust
input\kasumi_wav\でしょ？ありがとう、さーや！.wav,2
input\kasumi_wav\でしょ？よく写ってるよね～.wav,0
input\kasumi_wav\でしょ～！？.wav,0
input\kasumi_wav\でしょ～？こうなったら全部のブース回ろうよ！　決まりっ！.wav,0
input\kasumi_wav\ですねっ！　今度みんなに話してみます！.wav,1
input\kasumi_wav\ですよねっ！よーし、がんばって美味しいチョコ作るぞ～！.wav,0
input\kasumi_wav\ですよねですよねっ！コホン……それじゃあいきますっ！.wav,0
input\kasumi_wav\ですよね！.wav,2
input\kasumi_wav\ですよね！　私も、りみりんの自己紹介を隣で聴いてて、胸の奥から熱いものが、ぐぉぉ～ってこみ上げてきて！.wav,0
input\kasumi_wav\ですよね！あ、そうだ！　今日はスペシャルゲストが来るんですよ！.wav,0
input\kasumi_wav\ですよね！私も『本物のオバケが出た～！！』ってびっくりして飛び上がっちゃいました！.wav,0
input\kasumi_wav\でねでね、ホントに偶然！ロッキンスターフェスに出られることになったの！.wav,0
input\kasumi_wav\でねでね！この間の公園探しの旅のことをおたえに話したら、おたえのオススメの公園を教えてもらったんだ！.wav,0
input\kasumi_wav\でね！　クリスマスライブの準備してる時…….wav,1
input\kasumi_wav\ではでは、最後の写真は……これっ！『人魚の洞窟』！.wav,0
input\kasumi_wav\でも……こうやって卒業式の準備してると、なんだかちょっとだけ、さみしくなってきちゃった…….wav,1
input\kasumi_wav\でも……聞いてほしいのは、その前の話なんです.wav,0
input\kasumi_wav\でも、おたえが歯医者さんに行く勇気を持てたのは私っていうか、ポピパのみんなの力なんです！.wav,0
input\kasumi_wav\でも、おたえは今ギター持ってないよ？.wav,0
input\kasumi_wav\でも、お祭りだけじゃなくてね！みんなと一緒にポピパキャンディーを食べるのが、一番たのしみなんだぁ♪.wav,0
input\kasumi_wav\でも、さーや、今日はちょっと遅いよね？もう蔵に来ててもおかしくない時間なのに.wav,1
input\kasumi_wav\でも、せっかくならポピパ全員でできることがいいかもしれませんっ.wav,0
input\kasumi_wav\でも、それって一人じゃできないことだったから！それをみんなに思い出させてもらったんです！.wav,0
input\kasumi_wav\でも、それならサプライズ２倍で、おたえもすっごく喜んでくれるよ！.wav,0
input\kasumi_wav\でも、できることはないですか？難しいのは無理かもしれないけど…….wav,1
input\kasumi_wav\でも、なんでだろう？　疲れよりも楽しい気持ちのほうが大きくなっちゃうんですよね.wav,1
input\kasumi_wav\でも、ふたりとも学校終わりにわざわざ来てくれたんだよね？大丈夫？　疲れてない？.wav,1
input\kasumi_wav\でも、りみりんもそうですけど、本当にみんなすごいよね？.wav,0
input\kasumi_wav\でも、ギターも気になるかな…….wav,1
input\kasumi_wav\でも、ギター弾けるし次が最後……けほっけほっ！.wav,0
input\kasumi_wav\でも、フラワーブルームロックフェスが成功したのは、ポピパのみんな、他のバンドのみんな、町内会の人たち、それからフェスに来てくれたお客さん！.wav,1
input\kasumi_wav\でも、何もしなかったら終わっちゃうんだよ！？そんなの、絶対ヤだよ！.wav,0
input\kasumi_wav\でも、夢みたいに楽しかったよ！ね、おたえ？.wav,0
input\kasumi_wav\でも、彩先輩を見てたら肝心なこと忘れちゃって……あれって、なんのCMでしたっけ？.wav,1
input\kasumi_wav\でも、有咲？ずっと蔵の中、片付けてるけど何してるの？.wav,1
input\kasumi_wav\でも、気持ちはわかるよ！明日のこと考えると、私もドキドキする！.wav,0
input\kasumi_wav\でも、自分でも思うんです。キラキラドキドキが、どんどん育ってきてるって.wav,1
input\kasumi_wav\でも、高校生だよ！何か始まる感じしない？.wav,1
input\kasumi_wav\でもおたえはしっかり覚えててくれたんだって！それが嬉しかったんだ！.wav,0
input\kasumi_wav\でもおもちゃ箱の中にずっとしまいこまれてるより、たくさんの子供と遊んだほうがおもちゃだって嬉しいはずだよ！.wav,0
input\kasumi_wav\でもここだけじゃないよ。バンドを始めてから、思い出の場所がどんどん増えてるんだ.wav,0
input\kasumi_wav\でもさ、誰かを思って歌詞を考えるって、すっごく素敵なことだと思わない？.wav,0
input\kasumi_wav\でもそう言われると、そんな気がしてきたかも？.wav,1
input\kasumi_wav\でもそれってすっごく素敵な考えだと思わない？歌で私達の証を残す！　うん、バンドっぽい！.wav,0
input\kasumi_wav\でもっ、それじゃあ商店街の人たちの気持ちは……！？商店街の人達、みんなお祭りを楽しみにしてきたんですよ！.wav,0
input\kasumi_wav\でもでも、すっごく楽しかった！楽しすぎて、なんだか今日は帰りたくない気分かも.wav,0
input\kasumi_wav\でもでも、次行った時は必ず会ってみせるっ。それで、一緒にたくさん遊ぶんだ！.wav,0
input\kasumi_wav\でもでも！これで終わりってわけじゃないよ。ていうか、まだ始まったばっかり！.wav,1
input\kasumi_wav\でも最後はすっごく楽しそうにしてたよっ。みんなに自分の家の話したりして.wav,0
input\kasumi_wav\でも有咲から、早く終わらせれば早く手伝えるぞって言われて、確かに！　って気づいて.wav,1
input\kasumi_wav\でも正直、ちょっと驚いたよ。実行委員長って、思ってた以上に仕事がたくさんあるんだね.wav,1
input\kasumi_wav\というわけで、美咲ちゃんのお誕生日会をしにファミレスへしゅっぱ～つ！.wav,0
input\kasumi_wav\とくに軽音楽部がホンット～にすごかったんです！いろんな機材がたくさんあって、なかには大昔から使ってる物もあったりしたんです！.wav,0
input\kasumi_wav\ところで二人は何を買ったの？.wav,0
input\kasumi_wav\とっても大事なおもちゃだから、今の子達も大事にしてくれると嬉しいですっ.wav,0
input\kasumi_wav\とにかく毎日いろんな人と話したり、作業したりでやることたっくさんだったけど、それが全部楽しくて、ずっと笑ってた気がします！.wav,0
input\kasumi_wav\とにかく！　これからも私達の音を届けるために、もっとも～っと音楽を楽しもうっ！.wav,0
input\kasumi_wav\とまあ、そんな感じで、最初の質問になったってわけ！どうかな？　そういう予定ないかな？.wav,0
input\kasumi_wav\とやま、とやま……あ、あった！.wav,1
input\kasumi_wav\とりあえず、カフェのほうはこれで大丈夫かな？じゃ、私スタジオ行ってくるから、さーや、立希ちゃん、あとよろしく！.wav,0
input\kasumi_wav\とりあえずおばあちゃんに挨拶してこよっと.wav,0
input\kasumi_wav\とりあえず今のところ、折り紙で『輪つなぎ』は結構作りました！あとティッシュで作ったバラも、たっくさん準備できてますっ！.wav,1
input\kasumi_wav\とりあえず目は合わせてくれなかった…….wav,1
input\kasumi_wav\とりゃー！！あ、こころん！　黒い出目金がそっちに行ったよ！.wav,2
input\kasumi_wav\ど、どういうこと……？よくわかんなくなってきちゃったよ～！.wav,0
input\kasumi_wav\ど、どうしたのおたえ……？.wav,1
input\kasumi_wav\ど、どうしよう、お客さん帰っちゃう……！.wav,2
input\kasumi_wav\ど〜しよ〜、歌いたいことがたくさんありすぎて困っちゃうよ〜.wav,2
input\kasumi_wav\どういうこと？.wav,1
input\kasumi_wav\どういたしまして！ねえねえ、私たちもしかしてすっごくいいコンビかも！？.wav,0
input\kasumi_wav\どうかな、おたえ、喜んでくれるかなぁ？.wav,0
input\kasumi_wav\どうかなっ？みんなで演奏……できるかな？.wav,0
input\kasumi_wav\どうかな？　今のいい感じ？.wav,2
input\kasumi_wav\どうしたの、おたえ？.wav,0
input\kasumi_wav\どうしたの、りみりん？.wav,1
input\kasumi_wav\どうしたの有咲？　時計見ながら考えこんで.wav,1
input\kasumi_wav\どうしたの？.wav,1
input\kasumi_wav\どうしたらいいかわからなくて、すっごい怖いんだって。せっかく居場所を見つけたのに、このまま失くなっちゃうんじゃないかって…….wav,1
input\kasumi_wav\どうして……お祭りができないんですか！？.wav,0
input\kasumi_wav\どうして青いのかはわからないけど、こんなにキレイなら人魚が住んでても不思議じゃないよっ.wav,0
input\kasumi_wav\どうして？.wav,0
input\kasumi_wav\どうしよう……！これからの未来が楽しみでじっとしてられないかも！！.wav,2
input\kasumi_wav\どうしよう、どれも楽しそうなんだよー.wav,1
input\kasumi_wav\どうしよう有咲！りみりん、なんでバンドダメなんだろ〜！.wav,2
input\kasumi_wav\どうすれば、予算がもらえるんですかっ！.wav,2
input\kasumi_wav\どうすればいいか、自分でもわかんなくなっちゃって…….wav,1
input\kasumi_wav\どうだった、おたえ？　ドキドキした？SPACEに立てるくらい演奏上手くなったかな？.wav,0
input\kasumi_wav\どうでした……っ、オーナー？.wav,2
input\kasumi_wav\どうでした？　伝わりましたか？.wav,2
input\kasumi_wav\どうどう？　いい写真、撮れたっ？.wav,1
input\kasumi_wav\どうにかなりませんか！.wav,2
input\kasumi_wav\どうも、みなさんこんにちは～！CiRCLE代表、Poppin'Partyの戸山香澄です！.wav,0
input\kasumi_wav\どうやったら、友希那先輩と仲良くなれるんですか！？.wav,1
input\kasumi_wav\どうやって乗り越えたの？.wav,1
input\kasumi_wav\どこどこ！？　私も飲みた～い！みんなで買いに行こうよ！.wav,2
input\kasumi_wav\どれどれ……次のライブのフライヤーを作るから、イメージの案を出して連絡して、だって！.wav,1
input\kasumi_wav\どれどれ……？……え！？　これは…….wav,1
input\kasumi_wav\どれにすんの？.wav,0
input\kasumi_wav\どんなことするんだろ～～～.wav,0
input\kasumi_wav\どんなこと？.wav,0
input\kasumi_wav\どんなとこ探検したか気になるでしょ～？ふっふっふっ……それじゃあ、最初の写真はこれでーす！.wav,1
input\kasumi_wav\どんなに怖いことだって、みんなで力を合わせれば乗り越えられる気がします！.wav,0
input\kasumi_wav\どんなサークルがいいかな！？.wav,0
input\kasumi_wav\どんな感じがいいかな？盆栽の模様をつけるか、盆栽みたいな色にするか、それとも盆栽の形にするか…….wav,1
input\kasumi_wav\どんな感じで写ってるんだろうな～。その雑誌がきっかけで、ライブにたくさんお客さんが来ちゃったりして～.wav,1
input\kasumi_wav\どんな楽器が置いてあるんだろう……？あ、ギターの弦とかも安くなってるかな？.wav,1
input\kasumi_wav\な、なるほど……！.wav,0
input\kasumi_wav\な、なるほど！そんなこと考えたことなかった！.wav,0
input\kasumi_wav\な、なんで？.wav,1
input\kasumi_wav\な、何もできないかもしれないけど…….wav,0
input\kasumi_wav\な、何も企んでないよぉ〜！！あはは〜.wav,2
input\kasumi_wav\ないのか～。残念…….wav,1
input\kasumi_wav\なかなか取り出せなくて、すごい焦ったんだ～.wav,0
input\kasumi_wav\なっちゃん…….wav,1
input\kasumi_wav\なっちゃん、心配してたよ？さーや、何も言ってくれないって。今のままじゃやだなって…….wav,1
input\kasumi_wav\なでさせてもらえるかな～！ちょっと行ってきますね！.wav,0
input\kasumi_wav\なになに？　どういうの？.wav,0
input\kasumi_wav\なになに？　みんなでお風呂入るの？.wav,1
input\kasumi_wav\なになに～……わっ、大変！.wav,2
input\kasumi_wav\なになに～？.wav,0
input\kasumi_wav\なになに～？　わっ！　かわいい～！このベース、ぬいぐるみがたくさんついてる！.wav,0
input\kasumi_wav\なに緊張してんの？.wav,1
input\kasumi_wav\なら、『おとめ戦隊スペース５』？.wav,0
input\kasumi_wav\なら、お姉ちゃん大好きな歌詞にしよう！私もお姉ちゃんだし♪.wav,2
input\kasumi_wav\ならなら、一緒にライブやりたい！ん～、ワクワクしてきちゃった！.wav,2
input\kasumi_wav\なら今日まで我慢したぶん、今から食べるお菓子は、きっと最高に美味しいはずだよ！.wav,0
input\kasumi_wav\なるほど……！それじゃあ、今日はやめておきましょう.wav,0
input\kasumi_wav\なるほど……！プロの打ち合わせってどんな感じなんですか！？.wav,1
input\kasumi_wav\なるほど、ここをこうして～…….wav,1
input\kasumi_wav\なるほど、ギターと一緒……！　そう思ったら、なんとかなりそうな気がしてきた……！.wav,0
input\kasumi_wav\なるほどー！チョコレートクッキーを美味しそうに食べてた、と……メモメモ…….wav,1
input\kasumi_wav\なるほど！　じゃあじゃあ、フィッシング開始っ！私に釣られたいサメちゃん、いるかな～？.wav,0
input\kasumi_wav\なるほど！　それじゃ、ここを切ればいいんだね？.wav,0
input\kasumi_wav\なるほど！　私たちもこの前の蔵練の時に動画を撮りましたよ！.wav,0
input\kasumi_wav\なるほど～、そういうことだったのか～。それならそうと言ってくれればいいのに～.wav,0
input\kasumi_wav\なんか……ありがとうね、あっちゃん…….wav,0
input\kasumi_wav\なんか……すっごいキラキラドキドキする……っ。新しい何かが始まる予感っ！.wav,2
input\kasumi_wav\なんか、うまくいえないけど、すごいよね！？.wav,0
input\kasumi_wav\なんか、こうやってどんなサークルを作りたいか話してるだけで夢が広がるね～！.wav,0
input\kasumi_wav\なんか、こんなに一生懸命応援してくれる後輩がいるって、すっごく幸せだなあ。ふたりとも、これからも一緒にキラキラドキドキしようねっ！.wav,0
input\kasumi_wav\なんか、声聞こえない……？.wav,1
input\kasumi_wav\なんかおたえのギター聴いてたら、歌いたくなってきちゃった！.wav,2
input\kasumi_wav\なんかじめじめしてるし、今にも雨が降って来そうな感じがしない？.wav,1
input\kasumi_wav\なんかそんなにたくさん持ってたら、ご利益ありそうだね～.wav,0
input\kasumi_wav\なんかないかな～、私達らしいかくし芸って…….wav,0
input\kasumi_wav\なんかね、バイトを始めて世界にはキラキラドキドキがまだまだいっぱいあるんだなって実感したんだ！.wav,0
input\kasumi_wav\なんかね、全部が私の宝ものって感じがしたんだ♪.wav,0
input\kasumi_wav\なんかゆり先輩が外国から送ってきてくれたんだって！スマホで撮ったんだけど……あ、これこれ！.wav,1
input\kasumi_wav\なんかペース配分の練習って、とにかく長い距離を走ってみるのがいいんだって.wav,1
input\kasumi_wav\なんか思ってたよりダメダメだったね……オーナーが言ってることの難しさがやっとわかった気がする.wav,0
input\kasumi_wav\なんか感動しちゃったよ～っ.wav,2
input\kasumi_wav\なんか方法があればいいんだけどね…….wav,0
input\kasumi_wav\なんか気になることあった？.wav,0
input\kasumi_wav\なんか燃えてきたよ～。それじゃあ～～、せーの！.wav,0
input\kasumi_wav\なんか燃えてきちゃったっ！ロック、教えてくれてありがとね！.wav,0
input\kasumi_wav\なんか色味がいいんだよね～、有咲のお弁当って。食欲をそそるって言うの？おたえもそう思うよね？.wav,1
input\kasumi_wav\なんか見てるだけで元気が出ちゃうっていうか～そんな感じするよね？.wav,0
input\kasumi_wav\なんだぁ、それなら言ってくれればいいのに〜！.wav,2
input\kasumi_wav\なんだか、あっという間だったね～.wav,0
input\kasumi_wav\なんだか、もっと元気になっちゃいました……それに、歌詞にしたい言葉がいっぱい浮かんできました！.wav,0
input\kasumi_wav\なんだか、ポピパだけどいつものポピパじゃないみたいな、すっごく新しい曲だったんです！.wav,1
input\kasumi_wav\なんだかすごそうだね！おたえ、完成したら写真送って！.wav,0
input\kasumi_wav\なんだろう……。ちょっと、行ってみようか？.wav,2
input\kasumi_wav\なんていうか、すごくかわいい子にすっごくかわいい衣装着せてあげる感じ！.wav,1
input\kasumi_wav\なんていうか、つい先のことを忘れちゃうっていうか…….wav,0
input\kasumi_wav\なんで、いいフレーズが浮かんできそうかっていうとー……この間みんなで星を見に行ったからなんだっ！.wav,0
input\kasumi_wav\なんでそんなところに……？.wav,1
input\kasumi_wav\なんでダメなのか、私聞いてくる！.wav,0
input\kasumi_wav\なんでダメなの？.wav,1
input\kasumi_wav\なんで付いて来るの……！.wav,2
input\kasumi_wav\なんで～？いっつも仲良しじゃん？.wav,2
input\kasumi_wav\なんとか伝えたいこともまとまって最後までやりきることができました！.wav,0
input\kasumi_wav\なーに、おたえ？……あっ！.wav,0
input\kasumi_wav\なーんか具合でも悪いのかな？　って心配しちゃったくらい.wav,0
input\kasumi_wav\にしし。昼休み、有咲に教えてもらったんです！早く練習したくって！.wav,0
input\kasumi_wav\ね、おたえ！おたえも一緒にバンドやらない？.wav,1
input\kasumi_wav\ね、ね。ちょっとだけ、枕投げしない？.wav,0
input\kasumi_wav\ね、りみりん！バンド初めてなんだ。弾き方とかコツとかいろいろ教えて！.wav,1
input\kasumi_wav\ね、ピアノやってた時、キラキラドキドキしてた？.wav,1
input\kasumi_wav\ね、文化祭、やっぱり一緒に出ようよ！この前、一緒にライブやろうって言ったよね！私、さーやがドラム叩いてるところ見たい！.wav,1
input\kasumi_wav\ね、有咲、有咲。これ見て。実はこういうもの用意してみたんだけど〜.wav,1
input\kasumi_wav\ね、有咲も入れた！.wav,1
input\kasumi_wav\ね、有咲！　弾いてみて！.wav,0
input\kasumi_wav\ねぇ、あっちゃん。ちょっとここに絆創膏貼ってくれるかな？.wav,0
input\kasumi_wav\ねぇ、おたえ！　私達のフライヤー見た！？すごくいいデキだよね～！.wav,2
input\kasumi_wav\ねぇ、さーや。弟がいるってどんな感じ？.wav,0
input\kasumi_wav\ねぇ、りみりん。そんなに焦らないでいいって。りみりんが本当に納得したものにしないと意味ないよ.wav,1
input\kasumi_wav\ねぇ、りみりん！私にもそのノート貸して！.wav,0
input\kasumi_wav\ねぇ、有咲！　私達のフライヤーできたんだけど、見た見た！？.wav,0
input\kasumi_wav\ねぇねぇ、ドラムが置いてあるよ！.wav,2
input\kasumi_wav\ねぇねぇ、携帯で何見てるの？.wav,0
input\kasumi_wav\ねぇねぇ、有咲！　キーボード弾いてよ！きらきら星、一緒にやろうよ！.wav,0
input\kasumi_wav\ねぇねぇ、有咲！またギター見せてもらってもいい？.wav,0
input\kasumi_wav\ねぇ有咲。そろそろ練習始まるから、一緒に行こうよ.wav,1
input\kasumi_wav\ねぇ！　おたえ！　見て見て！私達のポスターができたんだよ！.wav,2
input\kasumi_wav\ねぇ！　おたえ！ちょっと待ってよ！　有咲も練習来たんだからさ！お、おたえってば！！.wav,0
input\kasumi_wav\ねぇ！ポピパのロゴがもっとよく見えるように、上着なんて脱いじゃおーよっ！.wav,0
input\kasumi_wav\ねぇ！？　有咲！？ちょっと待ってよ有咲！.wav,2
input\kasumi_wav\ねえ……明日の演奏はさ、こうしてみない――.wav,0
input\kasumi_wav\ねえ、あっちゃん。そのココア……美味しい？.wav,1
input\kasumi_wav\ねえ、みんな！どうすれば予算がもらえるのか、聞きに行けばいいんだよ！.wav,0
input\kasumi_wav\ねえ、みんな！私、もうちょっと行きたいブースあるんだ！一緒に行こう！.wav,0
input\kasumi_wav\ねえ、やっぱりおかしいよ！さっきからずっとギターの音が聞こえるもん……っ！.wav,0
input\kasumi_wav\ねえ、何とかしよう！商店街のお祭り！.wav,2
input\kasumi_wav\ねえ、有咲！今日の有咲、なんかヘンだよ？ずっと怒ってるみたいな態度でさ.wav,1
input\kasumi_wav\ねえ、見て見て！私にも金魚すくえたよ！.wav,0
input\kasumi_wav\ねえねえ、あっちゃん！ちょっと見てくれる？　変なところとかないかな？.wav,0
input\kasumi_wav\ねえねえ、この写真見てよ～！.wav,0
input\kasumi_wav\ねえねえ、さーや！見てみてっ！　このパンすごいんだよっ！.wav,2
input\kasumi_wav\ねえねえ、じゃあ星型のキャンディーって作ってもらえるのかなっ？.wav,0
input\kasumi_wav\ねえねえ、ひまりちゃんからのメッセージ見た！？Afterglowのみんなと一緒に探そうよ！ショッピングモールにいるって！.wav,0
input\kasumi_wav\ねえねえ、有咲。あの色の濃い雲って雨雲かな？.wav,1
input\kasumi_wav\ねえねえ、有咲。お昼休み、先生と何話したの？やっぱり生徒会長の話だった？.wav,1
input\kasumi_wav\ねえねえ、有咲も一緒に弾こう！こっち並んで！.wav,0
input\kasumi_wav\ねえねえ、有咲有咲有咲！私、ちょっと寄りたいところがあるの！.wav,0
input\kasumi_wav\ねえねえ、聞いて聞いて！この前、日菜さん達と海に行ってきたんだよっ.wav,0
input\kasumi_wav\ねえねえっ、あっちゃ～ん！！因数分解ってどうやるんだっけ～！？.wav,2
input\kasumi_wav\ねえねえりみりん！　これからゲームセンター行こうよ！あっ、CDショップもいいかも！.wav,0
input\kasumi_wav\ねえねえりみりん！渡り廊下に並べるプランター、これくらいで足りるかな？.wav,0
input\kasumi_wav\ねえねえロック、旭湯でライブをやるってどうかなぁ？.wav,0
input\kasumi_wav\ねえねえ有咲、この中綿、このくらいで足りるかな？.wav,1
input\kasumi_wav\ねえねえ有咲、クリスマスツリー飾った！？.wav,0
input\kasumi_wav\ねえねえ知ってた？冬は空気が澄んでるから、星がよく見えるんだよ.wav,0
input\kasumi_wav\ねえねえ私、ちょっと大人になった感じしない？世界広がった！　ってオーラ出てないっ？.wav,0
input\kasumi_wav\ねえねえ！　こっちの大きな水たまり、虹と青空がキレイに映ってるよ！.wav,2
input\kasumi_wav\ねえねえ！　はぐのお店も、ハロウィン限定メニューは出すの？.wav,0
input\kasumi_wav\ねえねえ！　みんなはライブやるならどんな感じにしたい！？.wav,0
input\kasumi_wav\ねえねえ！　もうちょっとでハロウィンだね！どうするどうする？　今年は何しちゃうっ！？.wav,0
input\kasumi_wav\ねえねえ！　有咲は私の接客見ててどう思った？.wav,0
input\kasumi_wav\ねえねえ！昨日来てたバンドのライブ、すごかったよね！.wav,0
input\kasumi_wav\ねえ有咲、泊まっていってもいい？.wav,0
input\kasumi_wav\ねえ見て！　このお守りかわいい～！.wav,0
input\kasumi_wav\ねえ！　私もキーボードやってみたいな！.wav,2
input\kasumi_wav\ねっ！？だからみんなが来るまで、有咲も一緒に作ろーよ！.wav,0
input\kasumi_wav\ねーねー、さーや。ハロウィンの一番強い妖怪って何かな？.wav,1
input\kasumi_wav\ねーねー、今の私にもできるかな？私もこころんみたいにバク転してみたい！.wav,0
input\kasumi_wav\ねーねー、有咲は？有咲はなんかかくし芸ないの？.wav,0
input\kasumi_wav\ね？　どう？ポカポカワクワクできそうでしょ？.wav,1
input\kasumi_wav\ね～有咲ぁ～、新しい衣装、どうしようか～？やっぱりキラキラした感じかなぁ。それとも、カッコイイ感じにしてみる？.wav,1
input\kasumi_wav\のど自慢大会、出れば良かったのに～。あなたの歌も聞いてみたかったな～.wav,0
input\kasumi_wav\のど自慢大会のためにカラオケに行ったり蔵で歌ったり、いーっぱい練習したんだ～.wav,0
input\kasumi_wav\は……は……くしゅんっ！……あははは……や、やっぱりちょっと寒いかもね…….wav,0
input\kasumi_wav\は、はい！　もうしません！.wav,0
input\kasumi_wav\は、早い……でも、見せてくれてありがと、有咲.wav,1
input\kasumi_wav\はぁ……はぁ……はぁ…….wav,2
input\kasumi_wav\はぁ、はぁ……みんな、私達の演奏楽しんでくれましたかー！？.wav,2
input\kasumi_wav\はぁ、はぁ、はぁ…….wav,2
input\kasumi_wav\はぁ～♪　いいお湯だった～！.wav,2
input\kasumi_wav\はぁ～、お正月が楽しみだな～.wav,0
input\kasumi_wav\はぁ～、まだ誰も来ないね～。私と有咲２人だけじゃ、さすがに練習は始められないね.wav,1
input\kasumi_wav\はぁ～、やっと授業終わった。なんか今日はすっごい疲れちゃったなー.wav,1
input\kasumi_wav\はぁ～、今日も充実した練習ができて良かったー…….wav,0
input\kasumi_wav\はぁ～。なんか、ダメだよね、私って…….wav,1
input\kasumi_wav\はぁ～。ねぇ、りみりん。私がバンドに誘った時のこと、覚えてる？.wav,1
input\kasumi_wav\はぁ～。私も言ってみたいなー、そんなカッコイイセリフ……テストには、授業中にやったことしか出てこないんだし.wav,0
input\kasumi_wav\はぁ～～～…….wav,2
input\kasumi_wav\はあ……ちょっとだけギターで気分転換しよ.wav,1
input\kasumi_wav\はあーー……ここまで来たのにライブできないなんて.wav,2
input\kasumi_wav\はあ～、でも、ハロウィンパレード本当に楽しかったな～。来月はライブもあるし、もうずーっとワクワクしっぱなしだよ♪.wav,0
input\kasumi_wav\はあ～～～、お腹いっぱ～い。もう食べられないよぉ～～～.wav,1
input\kasumi_wav\はい……今からRiNGでバイトなんです！.wav,1
input\kasumi_wav\はい……波に揺られるのが、気持ちよくて……だんだん……眠、く…….wav,0
input\kasumi_wav\はい♪えっと、チョコプリンにチョコビスケット、期間限定のリッチ生チョコも！.wav,1
input\kasumi_wav\はい、CiRCLEの裏口ですっ.wav,0
input\kasumi_wav\はい、いつでも遊びに来てください！.wav,0
input\kasumi_wav\はい、おたえ虫歯になっちゃって歯医者さんは怖いから行かないって.wav,0
input\kasumi_wav\はい、がんばります！.wav,2
input\kasumi_wav\はい、そうしましょう！.wav,2
input\kasumi_wav\はい、わかってます！ただ、がんばろうって思ったら来ちゃって！.wav,1
input\kasumi_wav\はい、ポピパのみんなでお揃いなんです。この間、家庭科の課題をやってる時に作りました！.wav,1
input\kasumi_wav\はい、先生！.wav,2
input\kasumi_wav\はい、先生！　できた！　できましたっ！.wav,2
input\kasumi_wav\はい、香澄ですー！　……うん、分かった！.wav,2
input\kasumi_wav\はい。……あの、さーやは？.wav,1
input\kasumi_wav\はい。実はライブ前に、ポピパ解散！？　ってくらいにみんなバラバラになっちゃったんです.wav,0
input\kasumi_wav\はいっ。まりなさん、聞いてくれてありがとうございますっ！もちろんっ！.wav,2
input\kasumi_wav\はいっ！　あ、っていうか……！.wav,2
input\kasumi_wav\はいっ！　あのっ、まりなさん。商店街の入り口にあるもの、見てくれましたか？.wav,0
input\kasumi_wav\はいっ！　ありがとうございます！……コホン。それじゃあ、今度こそ.wav,0
input\kasumi_wav\はいっ！　がんばります！.wav,2
input\kasumi_wav\はいっ！　それで、せっかくならおばあちゃんに新曲を届けたいって.wav,0
input\kasumi_wav\はいっ！　わかりました！.wav,2
input\kasumi_wav\はいっ！　了解しました～！凛々子さんにも伝えておきます！.wav,0
input\kasumi_wav\はいっ！　今、すっごくキラキラドキドキしてますっ♪そうだ、彩先輩、あとでみんなで一緒に歌いませんか？.wav,2
input\kasumi_wav\はいっ！　今よりもっとパワーアップしてキラキラドキドキの演奏を聴かせてみせますっ！.wav,0
input\kasumi_wav\はいっ！　先生さようなら～！.wav,2
input\kasumi_wav\はいっ！　千聖先輩ありがとうございます！.wav,2
input\kasumi_wav\はいっ！　夏休みにみんなで行きますね！写真もたくさん撮って送りますっ！.wav,0
input\kasumi_wav\はいっ！　新年会でかくし芸大会やってから、なんかテンション上がっちゃって！.wav,0
input\kasumi_wav\はいっ！　陸上競技場が人でいーっぱいでした！.wav,1
input\kasumi_wav\はいっ！　２人のことを考えたら、ワクワクしていても立ってもいられなくなって、CiRCLEに来ちゃいました！.wav,0
input\kasumi_wav\はいっ！なので、美咲ちゃんと二人で紗夜先輩とつぐの好きなチョコを調べてるんです！.wav,0
input\kasumi_wav\はいっ！燐子先輩からいろいろ教えてもらえたし、がんばります！.wav,0
input\kasumi_wav\はいっ！！.wav,2
input\kasumi_wav\はいっ！！！.wav,2
input\kasumi_wav\はいはい、わかったわかった.wav,0
input\kasumi_wav\はいはい、私も行く！.wav,0
input\kasumi_wav\はいはい！みんなでキラキラを見つけて、いっぱいドキドキしたい！.wav,0
input\kasumi_wav\はいはーい！　じゃ私行きまーす！凛々子さん、ちょっと待っててください.wav,0
input\kasumi_wav\はいはーい！　私、まずはみんなにしっかり挨拶したいな！.wav,2
input\kasumi_wav\はいはーい！商店街のお祭りなんだから、商店街のことを入れようよ！.wav,0
input\kasumi_wav\はい監督！次のシーン撮る前に、ちょっと飲みもの飲んできてもいいですか？なんだか喉渇いちゃって.wav,0
input\kasumi_wav\はい！　いってきまーす！.wav,2
input\kasumi_wav\はい！　お一つどうぞ！.wav,0
input\kasumi_wav\はい！　がんばります！.wav,2
input\kasumi_wav\はい！　この前のバレンタイン、紗夜先輩達のおかげでとっても楽しく過ごせたんです！.wav,0
input\kasumi_wav\はい！　これから蔵練なんです。でもその前にまりなさんたちに会えて良かったです。実は帰りに会いに行こうと思ってたので！.wav,0
input\kasumi_wav\はい！　これから駄菓子屋さんに行くんです！.wav,0
input\kasumi_wav\はい！　だから私、この奇跡をもっと大切に育てていきたいと思ったんです.wav,0
input\kasumi_wav\はい！　とっても！.wav,2
input\kasumi_wav\はい！　とても参考になりました！紗夜先輩のおかげで、すっごく素敵なバレンタインになったので！.wav,0
input\kasumi_wav\はい！　なので美咲ちゃんと話し合って、紗夜先輩とつぐにお礼のチョコを作ることにしたんです！.wav,0
input\kasumi_wav\はい！　みんなで聴いたひとつひとつの音に、私達の旅の思い出がぎゅっと詰まってるんです！.wav,0
